freq,psd_x,psd_y,psd_z,psd_xyz
0.0,4.414e+01,7.257e+02,3.242e+02,1.094e+03
1.5,5.720e+01,4.260e+02,1.994e+02,6.826e+02
3.0,3.823e+01,3.058e+01,2.772e+01,9.653e+01
4.5,3.881e+01,3.064e+02,3.005e+01,3.753e+02
6.0,3.761e+01,1.256e+03,2.890e+01,1.322e+03
7.4,3.919e+01,1.543e+03,2.865e+01,1.611e+03
8.9,4.024e+01,2.206e+03,3.422e+01,2.280e+03
10.4,4.203e+01,3.414e+03,3.615e+01,3.492e+03
11.9,3.795e+01,5.063e+03,3.432e+01,5.135e+03
13.4,4.253e+01,7.022e+03,3.851e+01,7.103e+03
14.9,5.142e+01,8.897e+03,4.678e+01,8.995e+03
16.4,5.063e+01,1.221e+04,5.956e+01,1.232e+04
17.9,5.389e+01,1.679e+04,8.743e+01,1.693e+04
19.3,6.987e+01,2.136e+04,1.191e+02,2.155e+04
20.8,8.188e+01,2.673e+04,1.842e+02,2.700e+04
22.3,8.589e+01,3.407e+04,3.004e+02,3.446e+04
23.8,8.118e+01,4.529e+04,5.031e+02,4.588e+04
25.3,8.992e+01,6.267e+04,8.887e+02,6.365e+04
26.8,1.236e+02,8.977e+04,1.622e+03,9.151e+04
28.3,1.591e+02,1.341e+05,3.044e+03,1.373e+05
29.8,1.561e+02,2.123e+05,6.064e+03,2.186e+05
31.2,2.388e+02,3.773e+05,1.816e+04,3.957e+05
32.7,6.734e+02,7.570e+05,6.751e+04,8.252e+05
34.2,1.615e+03,1.840e+06,2.595e+05,2.101e+06
35.7,2.696e+03,3.000e+06,5.910e+05,3.594e+06
37.2,2.481e+03,2.125e+06,5.471e+05,2.675e+06
38.7,1.098e+03,1.010e+06,3.427e+05,1.354e+06
40.2,9.793e+02,5.739e+05,2.637e+05,8.385e+05
41.7,2.962e+03,4.128e+05,2.668e+05,6.825e+05
43.1,7.557e+03,3.343e+05,3.075e+05,6.494e+05
44.6,1.616e+04,2.841e+05,3.843e+05,6.846e+05
46.1,3.568e+04,2.748e+05,5.553e+05,8.658e+05
47.6,7.127e+04,2.619e+05,7.628e+05,1.096e+06
49.1,1.190e+05,2.043e+05,8.445e+05,1.168e+06
50.6,1.533e+05,1.188e+05,6.904e+05,9.625e+05
52.1,1.660e+05,5.521e+04,4.827e+05,7.039e+05
53.6,1.741e+05,3.107e+04,3.722e+05,5.774e+05
55.0,1.305e+05,2.682e+04,3.277e+05,4.850e+05
56.5,8.857e+04,2.421e+04,3.063e+05,4.191e+05
58.0,7.257e+04,2.121e+04,2.887e+05,3.825e+05
59.5,6.468e+04,2.450e+04,2.723e+05,3.615e+05
61.0,5.226e+04,2.968e+04,2.355e+05,3.174e+05
62.5,3.916e+04,3.019e+04,2.056e+05,2.750e+05
64.0,2.844e+04,3.357e+04,1.754e+05,2.374e+05
65.5,2.336e+04,3.538e+04,1.413e+05,2.000e+05
66.9,1.937e+04,3.234e+04,1.155e+05,1.672e+05
68.4,1.583e+04,2.909e+04,9.907e+04,1.440e+05
69.9,1.340e+04,2.834e+04,9.161e+04,1.334e+05
71.4,1.119e+04,2.851e+04,8.594e+04,1.256e+05
72.9,9.442e+03,2.960e+04,8.225e+04,1.213e+05
