freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.347e+03,8.756e+01,8.912e+02,2.326e+03
1.5,7.692e+02,8.968e+01,5.938e+02,1.453e+03
3.0,6.194e+01,4.457e+01,7.808e+01,1.846e+02
4.5,1.272e+03,7.470e+01,6.369e+01,1.410e+03
6.1,4.428e+03,2.652e+02,6.386e+01,4.758e+03
7.6,5.923e+03,2.236e+02,6.437e+01,6.211e+03
9.1,7.893e+03,1.755e+02,6.520e+01,8.134e+03
10.6,1.102e+04,2.499e+02,6.402e+01,1.134e+04
12.1,1.535e+04,3.724e+02,5.995e+01,1.579e+04
13.6,2.184e+04,5.139e+02,5.690e+01,2.241e+04
15.1,2.903e+04,6.677e+02,5.319e+01,2.975e+04
16.7,3.386e+04,7.744e+02,5.195e+01,3.469e+04
18.2,3.934e+04,9.525e+02,5.539e+01,4.035e+04
19.7,5.001e+04,1.180e+03,5.765e+01,5.125e+04
21.2,7.117e+04,1.452e+03,7.143e+01,7.269e+04
22.7,8.632e+04,1.675e+03,1.142e+02,8.811e+04
24.2,1.048e+05,1.944e+03,2.204e+02,1.070e+05
25.7,1.364e+05,2.395e+03,5.093e+02,1.393e+05
27.2,1.594e+05,2.987e+03,1.042e+03,1.634e+05
28.8,1.589e+05,3.672e+03,1.915e+03,1.645e+05
30.3,1.707e+05,4.362e+03,3.629e+03,1.787e+05
31.8,2.351e+05,5.714e+03,7.081e+03,2.479e+05
33.3,3.755e+05,7.996e+03,1.695e+04,4.005e+05
34.8,4.891e+05,1.032e+04,3.485e+04,5.343e+05
36.3,4.994e+05,1.148e+04,4.977e+04,5.607e+05
37.8,6.905e+05,1.633e+04,8.036e+04,7.872e+05
39.4,9.617e+05,2.698e+04,1.583e+05,1.147e+06
40.9,1.077e+06,3.505e+04,3.126e+05,1.425e+06
42.4,8.102e+05,3.227e+04,4.310e+05,1.274e+06
43.9,3.812e+05,2.557e+04,4.519e+05,8.586e+05
45.4,1.736e+05,1.997e+04,5.059e+05,6.995e+05
46.9,8.581e+04,1.915e+04,6.286e+05,7.336e+05
48.4,9.676e+04,2.413e+04,1.095e+06,1.216e+06
50.0,3.321e+05,2.397e+04,2.161e+06,2.517e+06
51.5,7.062e+05,1.232e+04,2.728e+06,3.447e+06
53.0,9.320e+05,1.335e+04,2.345e+06,3.290e+06
54.5,1.125e+06,3.181e+04,1.971e+06,3.128e+06
56.0,1.222e+06,3.950e+04,1.528e+06,2.789e+06
57.5,1.431e+06,4.885e+04,1.326e+06,2.806e+06
59.0,1.995e+06,7.130e+04,1.468e+06,3.534e+06
60.6,3.516e+06,9.124e+04,2.160e+06,5.768e+06
62.1,5.539e+06,1.018e+05,2.952e+06,8.593e+06
63.6,5.514e+06,9.549e+04,2.659e+06,8.268e+06
65.1,4.509e+06,8.211e+04,2.037e+06,6.628e+06
66.6,3.801e+06,7.041e+04,1.659e+06,5.530e+06
68.1,3.256e+06,6.144e+04,1.376e+06,4.693e+06
69.6,2.759e+06,5.520e+04,1.128e+06,3.943e+06
71.1,2.230e+06,4.837e+04,9.011e+05,3.179e+06
72.7,1.813e+06,4.120e+04,7.508e+05,2.605e+06
74.2,1.517e+06,3.341e+04,6.555e+05,2.206e+06
75.7,1.254e+06,2.825e+04,5.742e+05,1.857e+06
77.2,9.891e+05,2.428e+04,4.870e+05,1.500e+06
78.7,7.482e+05,2.113e+04,4.016e+05,1.171e+06
80.2,5.531e+05,1.883e+04,3.279e+05,8.998e+05
81.7,4.074e+05,1.723e+04,2.593e+05,6.839e+05
83.3,3.381e+05,1.797e+04,1.992e+05,5.553e+05
84.8,4.050e+05,2.313e+04,1.536e+05,5.817e+05
86.3,6.483e+05,3.427e+04,1.302e+05,8.128e+05
