freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.580e+01,2.472e+02,9.394e+02,1.212e+03
1.5,2.610e+01,1.521e+02,5.455e+02,7.237e+02
3.0,1.485e+01,1.712e+01,2.602e+01,5.798e+01
4.5,1.927e+01,1.640e+01,3.084e+02,3.441e+02
6.0,3.101e+01,1.570e+01,1.160e+03,1.207e+03
7.5,2.728e+01,1.598e+01,1.390e+03,1.433e+03
9.0,3.504e+01,1.663e+01,1.919e+03,1.971e+03
10.5,4.487e+01,1.714e+01,2.794e+03,2.856e+03
12.0,5.649e+01,1.928e+01,4.110e+03,4.185e+03
13.5,6.010e+01,2.082e+01,5.564e+03,5.645e+03
15.0,5.473e+01,2.780e+01,6.545e+03,6.627e+03
16.5,6.791e+01,3.698e+01,8.245e+03,8.349e+03
18.0,7.863e+01,5.641e+01,1.116e+04,1.130e+04
19.5,9.996e+01,6.205e+01,1.389e+04,1.405e+04
21.0,1.297e+02,8.886e+01,1.649e+04,1.671e+04
22.5,1.687e+02,1.334e+02,1.916e+04,1.946e+04
24.0,1.993e+02,2.358e+02,2.219e+04,2.262e+04
25.6,2.158e+02,4.251e+02,2.561e+04,2.625e+04
27.1,2.504e+02,7.512e+02,2.990e+04,3.090e+04
28.6,2.897e+02,1.414e+03,3.519e+04,3.690e+04
30.1,3.406e+02,3.031e+03,4.198e+04,4.535e+04
31.6,4.148e+02,7.689e+03,4.872e+04,5.683e+04
33.1,1.302e+03,4.034e+04,4.742e+04,8.906e+04
34.6,6.704e+03,1.547e+05,8.049e+04,2.419e+05
36.1,1.518e+04,2.812e+05,1.946e+05,4.910e+05
37.6,2.276e+04,3.569e+05,3.347e+05,7.143e+05
39.1,2.217e+04,3.215e+05,4.088e+05,7.525e+05
40.6,1.743e+04,2.452e+05,4.223e+05,6.849e+05
42.1,1.440e+04,1.971e+05,4.467e+05,6.582e+05
43.6,1.091e+04,1.762e+05,4.992e+05,6.863e+05
45.1,9.969e+03,2.120e+05,7.509e+05,9.729e+05
46.6,1.300e+04,3.632e+05,1.585e+06,1.961e+06
48.1,1.804e+04,5.808e+05,2.838e+06,3.437e+06
49.6,1.950e+04,6.810e+05,3.534e+06,4.235e+06
51.1,1.526e+04,6.074e+05,3.342e+06,3.965e+06
52.6,1.095e+04,4.769e+05,2.781e+06,3.269e+06
54.1,9.078e+03,3.784e+05,2.258e+06,2.645e+06
55.6,7.682e+03,3.180e+05,1.875e+06,2.201e+06
57.1,5.806e+03,2.757e+05,1.532e+06,1.813e+06
58.6,4.385e+03,2.518e+05,1.292e+06,1.548e+06
60.1,3.915e+03,2.386e+05,1.151e+06,1.394e+06
61.6,3.667e+03,2.130e+05,1.002e+06,1.219e+06
63.1,3.995e+03,1.832e+05,9.098e+05,1.097e+06
64.6,3.869e+03,1.693e+05,8.183e+05,9.915e+05
66.1,3.848e+03,1.610e+05,7.257e+05,8.905e+05
67.6,5.591e+03,1.536e+05,6.900e+05,8.492e+05
69.1,8.098e+03,1.555e+05,6.899e+05,8.534e+05
70.6,9.475e+03,1.596e+05,6.485e+05,8.175e+05
72.1,9.690e+03,1.527e+05,5.542e+05,7.165e+05
73.6,1.054e+04,1.294e+05,4.561e+05,5.961e+05
75.2,1.579e+04,1.064e+05,3.751e+05,4.973e+05
76.7,2.550e+04,9.007e+04,3.048e+05,4.204e+05
78.2,3.908e+04,7.728e+04,2.579e+05,3.743e+05
79.7,4.743e+04,6.714e+04,2.306e+05,3.452e+05
81.2,3.841e+04,6.280e+04,2.013e+05,3.025e+05
82.7,2.871e+04,6.033e+04,1.597e+05,2.487e+05
84.2,2.230e+04,6.500e+04,1.259e+05,2.132e+05
85.7,1.640e+04,7.258e+04,9.726e+04,1.862e+05
87.2,1.288e+04,8.016e+04,7.293e+04,1.660e+05
88.7,1.384e+04,8.559e+04,5.630e+04,1.557e+05
90.2,2.372e+04,8.155e+04,6.578e+04,1.710e+05
91.7,4.267e+04,6.433e+04,9.716e+04,2.042e+05
93.2,5.987e+04,3.886e+04,1.294e+05,2.281e+05
94.7,6.836e+04,2.031e+04,1.506e+05,2.393e+05
96.2,7.039e+04,1.127e+04,1.613e+05,2.430e+05
97.7,6.961e+04,7.526e+03,1.626e+05,2.397e+05
