freq,psd_x,psd_y,psd_z,psd_xyz
0.0,6.570e+02,7.410e+01,1.340e+01,7.445e+02
1.6,4.143e+02,3.290e+02,5.905e+01,8.024e+02
3.2,6.057e+01,4.155e+02,6.692e+01,5.429e+02
4.9,5.256e+02,3.504e+02,6.629e+01,9.423e+02
6.5,1.549e+03,3.808e+02,7.189e+01,2.002e+03
8.1,2.306e+03,3.444e+02,7.998e+01,2.730e+03
9.7,3.026e+03,3.557e+02,6.846e+01,3.451e+03
11.4,4.061e+03,3.729e+02,5.930e+01,4.493e+03
13.0,5.466e+03,3.990e+02,6.276e+01,5.927e+03
14.6,6.945e+03,4.230e+02,6.858e+01,7.437e+03
16.2,8.554e+03,2.752e+02,6.608e+01,8.895e+03
17.8,1.041e+04,3.648e+02,6.472e+01,1.084e+04
19.5,1.261e+04,4.406e+02,8.369e+01,1.313e+04
21.1,1.507e+04,3.225e+02,7.719e+01,1.547e+04
22.7,1.777e+04,2.943e+02,7.644e+01,1.814e+04
24.3,2.068e+04,3.385e+02,8.080e+01,2.110e+04
26.0,2.397e+04,3.319e+02,6.538e+01,2.437e+04
27.6,2.775e+04,3.642e+02,7.123e+01,2.818e+04
29.2,3.223e+04,3.046e+02,5.891e+01,3.260e+04
30.8,3.641e+04,3.213e+02,6.547e+01,3.679e+04
32.4,3.897e+04,3.591e+02,6.660e+01,3.939e+04
34.1,4.345e+04,3.758e+02,6.537e+01,4.389e+04
35.7,4.898e+04,3.693e+02,7.201e+01,4.942e+04
37.3,5.395e+04,3.866e+02,8.942e+01,5.443e+04
38.9,5.872e+04,3.601e+02,8.833e+01,5.917e+04
40.6,6.393e+04,3.696e+02,7.826e+01,6.438e+04
42.2,6.994e+04,3.494e+02,7.610e+01,7.036e+04
43.8,7.667e+04,3.275e+02,6.925e+01,7.707e+04
45.4,8.353e+04,3.099e+02,7.657e+01,8.391e+04
47.0,9.186e+04,3.342e+02,7.839e+01,9.228e+04
48.7,1.022e+05,3.360e+02,6.889e+01,1.026e+05
50.3,1.125e+05,3.485e+02,7.154e+01,1.129e+05
51.9,1.213e+05,3.396e+02,6.620e+01,1.217e+05
53.5,1.317e+05,3.323e+02,6.843e+01,1.321e+05
55.1,1.429e+05,4.084e+02,7.856e+01,1.434e+05
56.8,1.573e+05,3.405e+02,7.388e+01,1.577e+05
58.4,1.732e+05,3.419e+02,8.805e+01,1.737e+05
60.0,1.875e+05,3.451e+02,7.944e+01,1.879e+05
61.6,2.109e+05,3.301e+02,9.470e+01,2.113e+05
63.3,2.382e+05,4.222e+02,9.656e+01,2.387e+05
64.9,2.616e+05,5.259e+02,9.367e+01,2.622e+05
66.5,2.919e+05,5.649e+02,9.836e+01,2.926e+05
68.1,3.324e+05,6.361e+02,8.757e+01,3.331e+05
69.7,3.764e+05,7.669e+02,9.294e+01,3.773e+05
71.4,4.229e+05,9.565e+02,3.322e+02,4.242e+05
73.0,4.815e+05,1.497e+03,1.369e+03,4.844e+05
74.6,5.245e+05,2.093e+03,2.124e+03,5.287e+05
76.2,6.111e+05,2.663e+03,9.048e+02,6.147e+05
77.9,7.398e+05,3.423e+03,2.449e+02,7.435e+05
79.5,9.319e+05,4.165e+03,2.595e+02,9.364e+05
81.1,1.254e+06,5.366e+03,5.550e+02,1.260e+06
82.7,1.637e+06,7.173e+03,1.315e+03,1.646e+06
84.3,1.771e+06,7.742e+03,1.951e+03,1.781e+06
86.0,1.858e+06,6.857e+03,1.767e+03,1.866e+06
87.6,2.194e+06,6.927e+03,6.290e+02,2.201e+06
89.2,2.919e+06,1.339e+04,4.668e+02,2.933e+06
90.8,3.667e+06,2.265e+04,1.234e+03,3.691e+06
92.5,3.467e+06,2.502e+04,1.077e+03,3.494e+06
94.1,2.494e+06,2.179e+04,5.277e+02,2.516e+06
95.7,1.760e+06,1.901e+04,1.122e+03,1.780e+06
97.3,1.456e+06,1.760e+04,2.563e+03,1.476e+06
98.9,1.530e+06,1.959e+04,4.578e+03,1.554e+06
100.6,2.018e+06,2.743e+04,6.385e+03,2.051e+06
102.2,2.504e+06,3.627e+04,9.637e+03,2.550e+06
103.8,2.518e+06,3.248e+04,1.334e+04,2.564e+06
105.4,2.208e+06,1.985e+04,1.175e+04,2.240e+06
107.1,1.821e+06,1.295e+04,8.881e+03,1.843e+06
108.7,1.422e+06,1.091e+04,6.424e+03,1.439e+06
110.3,1.019e+06,8.768e+03,4.021e+03,1.032e+06
111.9,6.735e+05,6.324e+03,2.741e+03,6.826e+05
113.5,4.262e+05,4.610e+03,2.253e+03,4.331e+05
115.2,2.955e+05,3.710e+03,2.248e+03,3.015e+05
116.8,2.639e+05,3.983e+03,2.558e+03,2.705e+05
118.4,2.170e+05,4.560e+03,3.374e+03,2.249e+05
120.0,2.084e+05,5.445e+03,4.146e+03,2.180e+05
121.7,2.243e+05,4.300e+03,4.441e+03,2.330e+05
123.3,2.114e+05,1.884e+03,3.723e+03,2.170e+05
124.9,1.696e+05,2.685e+03,2.072e+03,1.743e+05
126.5,1.140e+05,6.682e+03,9.448e+02,1.216e+05
128.1,1.048e+05,2.004e+04,6.997e+02,1.256e+05
129.8,8.070e+04,2.830e+04,7.781e+02,1.098e+05
131.4,4.407e+04,1.919e+04,4.583e+02,6.372e+04
133.0,1.666e+04,6.942e+03,1.585e+02,2.376e+04
134.6,2.665e+03,1.849e+03,6.088e+01,4.575e+03
136.3,2.294e+03,2.611e+03,7.022e+01,4.976e+03
137.9,2.476e+03,3.182e+03,8.892e+01,5.747e+03
