freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.118e+03,5.312e+01,4.952e+01,1.221e+03
1.5,6.554e+02,4.365e+01,1.523e+02,8.513e+02
3.1,4.747e+01,1.954e+01,1.608e+02,2.278e+02
4.6,3.650e+02,1.916e+01,1.178e+02,5.020e+02
6.2,1.091e+03,2.263e+01,1.444e+02,1.258e+03
7.7,1.660e+03,2.633e+01,1.580e+02,1.844e+03
9.2,2.479e+03,2.245e+01,1.271e+02,2.628e+03
10.8,3.495e+03,2.043e+01,1.224e+02,3.638e+03
12.3,4.721e+03,2.016e+01,1.278e+02,4.869e+03
13.8,6.204e+03,2.030e+01,1.341e+02,6.359e+03
15.4,7.925e+03,2.248e+01,1.348e+02,8.082e+03
16.9,9.987e+03,2.348e+01,1.393e+02,1.015e+04
18.5,1.237e+04,2.449e+01,1.319e+02,1.253e+04
20.0,1.532e+04,2.323e+01,1.320e+02,1.548e+04
21.5,1.853e+04,3.057e+01,1.452e+02,1.870e+04
23.1,2.244e+04,4.126e+01,1.540e+02,2.264e+04
24.6,2.734e+04,5.453e+01,1.545e+02,2.755e+04
26.1,3.257e+04,6.349e+01,1.506e+02,3.278e+04
27.7,3.871e+04,7.200e+01,1.660e+02,3.894e+04
29.2,4.726e+04,1.078e+02,1.972e+02,4.756e+04
30.8,5.631e+04,1.929e+02,1.914e+02,5.670e+04
32.3,6.819e+04,3.280e+02,1.555e+02,6.867e+04
33.8,8.437e+04,4.787e+02,1.577e+02,8.501e+04
35.4,1.031e+05,6.365e+02,1.680e+02,1.040e+05
36.9,1.280e+05,8.032e+02,1.753e+02,1.290e+05
38.4,1.626e+05,1.060e+03,2.395e+02,1.639e+05
40.0,2.038e+05,1.188e+03,3.330e+02,2.054e+05
41.5,2.694e+05,1.365e+03,4.497e+02,2.712e+05
43.1,3.537e+05,1.641e+03,5.839e+02,3.559e+05
44.6,4.624e+05,2.082e+03,7.187e+02,4.652e+05
46.1,6.637e+05,3.561e+03,8.660e+02,6.681e+05
47.7,1.019e+06,1.833e+04,1.061e+03,1.038e+06
49.2,1.534e+06,8.072e+04,3.882e+03,1.619e+06
50.7,2.140e+06,1.485e+05,1.527e+04,2.304e+06
52.3,3.094e+06,1.979e+05,3.938e+04,3.331e+06
53.8,4.459e+06,2.171e+05,6.950e+04,4.746e+06
55.4,5.363e+06,1.924e+05,9.352e+04,5.649e+06
56.9,4.848e+06,1.394e+05,1.039e+05,5.091e+06
58.4,3.648e+06,8.318e+04,9.810e+04,3.829e+06
60.0,2.591e+06,3.489e+04,6.606e+04,2.692e+06
61.5,1.840e+06,1.134e+04,3.692e+04,1.888e+06
63.0,1.363e+06,3.137e+03,2.503e+04,1.392e+06
64.6,1.041e+06,1.060e+03,1.669e+04,1.059e+06
66.1,7.884e+05,1.822e+03,9.988e+03,8.002e+05
67.7,5.868e+05,2.531e+03,6.243e+03,5.955e+05
69.2,4.675e+05,2.840e+03,4.795e+03,4.751e+05
70.7,3.958e+05,2.988e+03,4.133e+03,4.029e+05
72.3,3.420e+05,3.102e+03,3.454e+03,3.485e+05
73.8,2.990e+05,3.275e+03,3.103e+03,3.054e+05
75.3,2.602e+05,4.211e+03,3.363e+03,2.678e+05
76.9,2.236e+05,4.897e+03,3.342e+03,2.318e+05
78.4,1.948e+05,4.967e+03,3.328e+03,2.031e+05
80.0,1.754e+05,6.375e+03,4.705e+03,1.865e+05
81.5,1.566e+05,8.547e+03,6.480e+03,1.716e+05
83.0,1.325e+05,9.097e+03,6.892e+03,1.485e+05
84.6,1.164e+05,8.788e+03,6.678e+03,1.319e+05
86.1,1.141e+05,1.190e+04,1.096e+04,1.370e+05
87.6,1.134e+05,1.704e+04,1.776e+04,1.482e+05
89.2,1.035e+05,1.818e+04,1.907e+04,1.407e+05
90.7,1.045e+05,1.850e+04,1.966e+04,1.427e+05
92.3,1.034e+05,1.898e+04,2.049e+04,1.429e+05
93.8,1.009e+05,1.904e+04,1.928e+04,1.392e+05
95.3,1.174e+05,1.740e+04,1.511e+04,1.499e+05
96.9,1.506e+05,1.335e+04,8.346e+03,1.723e+05
98.4,1.677e+05,1.132e+04,4.366e+03,1.834e+05
99.9,1.718e+05,1.111e+04,2.976e+03,1.859e+05
101.5,1.707e+05,1.382e+04,3.747e+03,1.883e+05
103.0,1.639e+05,1.638e+04,5.591e+03,1.859e+05
104.6,1.547e+05,2.027e+04,9.903e+03,1.849e+05
106.1,1.527e+05,2.929e+04,1.791e+04,1.999e+05
107.6,1.666e+05,3.929e+04,2.486e+04,2.308e+05
109.2,1.743e+05,4.430e+04,2.615e+04,2.448e+05
110.7,1.716e+05,4.768e+04,2.816e+04,2.475e+05
112.2,1.663e+05,5.326e+04,3.513e+04,2.547e+05
113.8,1.692e+05,6.336e+04,4.272e+04,2.753e+05
115.3,1.874e+05,7.549e+04,4.888e+04,3.117e+05
116.9,2.446e+05,9.007e+04,5.500e+04,3.897e+05
118.4,3.243e+05,1.066e+05,6.228e+04,4.931e+05
119.9,3.802e+05,1.192e+05,6.699e+04,5.664e+05
121.5,4.133e+05,1.305e+05,6.943e+04,6.132e+05
123.0,4.283e+05,1.405e+05,7.054e+04,6.393e+05
124.5,4.730e+05,1.653e+05,7.749e+04,7.158e+05
126.1,5.232e+05,1.935e+05,8.565e+04,8.024e+05
127.6,5.720e+05,2.209e+05,9.214e+04,8.851e+05
129.2,6.225e+05,2.518e+05,9.777e+04,9.721e+05
130.7,6.825e+05,2.887e+05,1.023e+05,1.073e+06
132.2,5.817e+05,2.568e+05,8.329e+04,9.219e+05
133.8,1.457e+05,6.603e+04,2.072e+04,2.325e+05
135.3,2.132e+04,1.126e+04,3.139e+03,3.571e+04
136.8,2.291e+04,1.372e+04,3.058e+03,3.969e+04
138.4,2.558e+04,1.695e+04,3.115e+03,4.565e+04
139.9,2.779e+04,2.042e+04,3.273e+03,5.149e+04
141.5,2.960e+04,2.351e+04,3.828e+03,5.694e+04
143.0,3.098e+04,2.562e+04,4.918e+03,6.152e+04
144.5,3.249e+04,2.637e+04,6.660e+03,6.552e+04
146.1,3.476e+04,2.574e+04,8.664e+03,6.916e+04
147.6,3.706e+04,2.292e+04,1.104e+04,7.103e+04
149.1,4.439e+04,2.383e+04,1.467e+04,8.289e+04
150.7,5.035e+04,2.544e+04,1.746e+04,9.325e+04
152.2,4.849e+04,2.298e+04,1.818e+04,8.965e+04
153.8,4.733e+04,2.119e+04,2.028e+04,8.879e+04
155.3,4.683e+04,1.864e+04,2.222e+04,8.769e+04
156.8,4.653e+04,1.400e+04,2.337e+04,8.390e+04
158.4,5.203e+04,1.139e+04,2.570e+04,8.912e+04
159.9,6.113e+04,1.069e+04,2.832e+04,1.001e+05
161.4,6.477e+04,8.669e+03,3.044e+04,1.039e+05
163.0,7.275e+04,8.006e+03,3.466e+04,1.154e+05
164.5,8.005e+04,8.674e+03,3.716e+04,1.259e+05
166.1,8.000e+04,8.187e+03,3.638e+04,1.246e+05
167.6,7.977e+04,7.559e+03,3.536e+04,1.227e+05
169.1,7.851e+04,6.912e+03,3.333e+04,1.188e+05
170.7,7.326e+04,6.036e+03,2.903e+04,1.083e+05
172.2,6.725e+04,5.429e+03,2.444e+04,9.712e+04
173.7,7.615e+04,7.167e+03,2.627e+04,1.096e+05
175.3,8.546e+04,9.564e+03,2.962e+04,1.247e+05
176.8,8.613e+04,1.108e+04,2.996e+04,1.272e+05
178.4,7.972e+04,1.130e+04,2.810e+04,1.191e+05
179.9,7.117e+04,1.060e+04,2.456e+04,1.063e+05
181.4,6.304e+04,9.688e+03,2.201e+04,9.473e+04
183.0,5.556e+04,8.800e+03,1.983e+04,8.419e+04
184.5,4.894e+04,8.111e+03,1.822e+04,7.527e+04
186.0,4.398e+04,7.569e+03,1.684e+04,6.839e+04
187.6,4.012e+04,7.229e+03,1.555e+04,6.289e+04
189.1,3.625e+04,6.910e+03,1.400e+04,5.717e+04
190.7,3.242e+04,6.476e+03,1.295e+04,5.185e+04
192.2,2.915e+04,5.895e+03,1.214e+04,4.719e+04
193.7,2.619e+04,5.334e+03,1.144e+04,4.296e+04
195.3,2.340e+04,4.899e+03,1.057e+04,3.887e+04
196.8,2.051e+04,4.447e+03,9.226e+03,3.419e+04
198.3,1.854e+04,4.089e+03,8.103e+03,3.073e+04
199.9,1.713e+04,3.970e+03,8.017e+03,2.912e+04
