freq,psd_x,psd_y,psd_z,psd_xyz
0.0,8.690e+02,1.186e+02,4.529e+02,1.440e+03
1.5,5.165e+02,1.125e+02,2.917e+02,9.207e+02
3.1,8.740e+01,6.308e+01,4.853e+01,1.990e+02
4.6,1.342e+03,1.772e+02,5.058e+01,1.570e+03
6.1,3.960e+03,4.788e+02,4.993e+01,4.489e+03
7.7,5.496e+03,3.957e+02,4.601e+01,5.938e+03
9.2,8.059e+03,5.181e+02,4.544e+01,8.623e+03
10.7,1.171e+04,7.966e+02,4.505e+01,1.255e+04
12.3,1.645e+04,1.138e+03,4.713e+01,1.763e+04
13.8,2.313e+04,1.557e+03,5.432e+01,2.474e+04
15.3,3.141e+04,2.052e+03,5.848e+01,3.352e+04
16.9,3.765e+04,2.530e+03,6.414e+01,4.025e+04
18.4,4.013e+04,2.928e+03,8.092e+01,4.314e+04
19.9,5.039e+04,3.611e+03,1.205e+02,5.412e+04
21.5,6.506e+04,4.511e+03,1.652e+02,6.974e+04
23.0,8.548e+04,5.724e+03,2.324e+02,9.144e+04
24.5,1.035e+05,6.816e+03,3.863e+02,1.108e+05
26.1,1.241e+05,8.109e+03,5.937e+02,1.328e+05
27.6,1.481e+05,9.964e+03,9.096e+02,1.590e+05
29.1,1.866e+05,1.271e+04,1.509e+03,2.009e+05
30.7,2.428e+05,1.617e+04,2.826e+03,2.617e+05
32.2,3.044e+05,2.011e+04,4.816e+03,3.293e+05
33.7,4.005e+05,2.593e+04,8.126e+03,4.345e+05
35.3,4.985e+05,3.285e+04,1.290e+04,5.443e+05
36.8,5.820e+05,3.925e+04,1.672e+04,6.380e+05
38.3,6.343e+05,4.351e+04,1.637e+04,6.941e+05
39.9,7.520e+05,5.358e+04,2.329e+04,8.288e+05
41.4,8.539e+05,6.792e+04,4.130e+04,9.631e+05
42.9,1.015e+06,9.060e+04,7.521e+04,1.181e+06
44.5,9.920e+05,9.900e+04,1.086e+05,1.200e+06
46.0,8.430e+05,9.145e+04,1.328e+05,1.067e+06
47.5,6.580e+05,8.606e+04,1.573e+05,9.013e+05
49.1,5.339e+05,9.664e+04,1.959e+05,8.264e+05
50.6,4.888e+05,1.221e+05,2.806e+05,8.915e+05
52.1,4.587e+05,1.635e+05,5.145e+05,1.137e+06
53.7,4.055e+05,2.242e+05,1.063e+06,1.693e+06
55.2,2.391e+05,1.780e+05,1.354e+06,1.772e+06
56.7,1.115e+05,9.045e+04,1.197e+06,1.399e+06
58.3,7.691e+04,5.904e+04,9.687e+05,1.105e+06
59.8,6.729e+04,4.222e+04,7.576e+05,8.671e+05
61.3,7.037e+04,2.589e+04,7.283e+05,8.246e+05
62.9,1.136e+05,2.542e+04,8.142e+05,9.532e+05
64.4,1.754e+05,3.734e+04,8.143e+05,1.027e+06
66.0,2.677e+05,6.163e+04,8.367e+05,1.166e+06
67.5,4.469e+05,1.107e+05,9.695e+05,1.527e+06
69.0,7.468e+05,1.629e+05,1.155e+06,2.065e+06
70.6,1.270e+06,2.117e+05,1.491e+06,2.972e+06
72.1,1.771e+06,2.614e+05,1.746e+06,3.779e+06
73.6,1.761e+06,2.631e+05,1.568e+06,3.591e+06
75.2,1.454e+06,2.301e+05,1.194e+06,2.878e+06
76.7,1.160e+06,1.826e+05,8.841e+05,2.227e+06
78.2,9.254e+05,1.278e+05,6.645e+05,1.718e+06
79.8,7.276e+05,8.594e+04,5.003e+05,1.314e+06
81.3,5.383e+05,5.495e+04,3.634e+05,9.566e+05
82.8,3.813e+05,3.535e+04,2.570e+05,6.737e+05
84.4,2.645e+05,2.721e+04,1.783e+05,4.700e+05
85.9,1.991e+05,2.771e+04,1.287e+05,3.555e+05
87.4,1.950e+05,3.293e+04,1.127e+05,3.406e+05
89.0,2.320e+05,4.395e+04,1.209e+05,3.969e+05
90.5,2.993e+05,5.548e+04,1.405e+05,4.953e+05
92.0,3.633e+05,6.283e+04,1.598e+05,5.859e+05
93.6,3.693e+05,6.480e+04,1.622e+05,5.963e+05
95.1,3.460e+05,6.082e+04,1.503e+05,5.570e+05
