freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.603e+01,5.418e+02,1.423e+02,7.102e+02
1.5,4.444e+01,3.201e+02,9.517e+01,4.597e+02
3.1,3.702e+01,3.026e+01,1.900e+01,8.628e+01
4.6,3.739e+01,3.763e+02,1.920e+01,4.329e+02
6.1,4.019e+01,1.186e+03,1.916e+01,1.246e+03
7.7,4.120e+01,1.465e+03,1.792e+01,1.524e+03
9.2,3.708e+01,2.239e+03,1.687e+01,2.293e+03
10.7,3.514e+01,3.361e+03,1.789e+01,3.414e+03
12.3,3.478e+01,5.131e+03,1.805e+01,5.184e+03
13.8,3.523e+01,7.414e+03,1.727e+01,7.467e+03
15.4,3.643e+01,9.375e+03,2.014e+01,9.432e+03
16.9,3.417e+01,1.131e+04,2.539e+01,1.137e+04
18.4,3.380e+01,1.488e+04,3.437e+01,1.495e+04
20.0,3.779e+01,1.948e+04,3.919e+01,1.956e+04
21.5,4.923e+01,2.379e+04,4.917e+01,2.389e+04
23.0,6.506e+01,2.851e+04,7.408e+01,2.865e+04
24.6,8.796e+01,3.395e+04,1.063e+02,3.415e+04
26.1,1.341e+02,4.219e+04,1.515e+02,4.248e+04
27.6,2.220e+02,5.462e+04,2.792e+02,5.512e+04
29.2,3.736e+02,7.685e+04,6.216e+02,7.785e+04
30.7,8.766e+02,1.216e+05,1.579e+03,1.241e+05
32.2,1.693e+03,1.991e+05,4.216e+03,2.050e+05
33.8,2.966e+03,3.589e+05,1.469e+04,3.765e+05
35.3,4.438e+03,6.288e+05,4.421e+04,6.774e+05
36.8,6.954e+03,1.196e+06,1.272e+05,1.330e+06
38.4,1.075e+04,1.744e+06,2.438e+05,1.998e+06
39.9,1.025e+04,1.355e+06,2.375e+05,1.603e+06
41.5,9.138e+03,8.676e+05,1.944e+05,1.071e+06
43.0,1.138e+04,6.491e+05,1.800e+05,8.405e+05
44.5,1.747e+04,4.608e+05,1.541e+05,6.323e+05
46.1,2.664e+04,3.420e+05,1.508e+05,5.194e+05
47.6,4.110e+04,2.555e+05,1.404e+05,4.370e+05
49.1,5.506e+04,1.903e+05,1.100e+05,3.553e+05
50.7,5.688e+04,1.529e+05,9.320e+04,3.030e+05
52.2,4.623e+04,1.179e+05,9.590e+04,2.600e+05
53.7,3.653e+04,8.464e+04,1.232e+05,2.443e+05
55.3,3.030e+04,6.015e+04,1.914e+05,2.818e+05
56.8,2.077e+04,4.624e+04,2.421e+05,3.091e+05
58.3,1.855e+04,4.038e+04,2.274e+05,2.864e+05
59.9,1.721e+04,4.282e+04,2.214e+05,2.814e+05
61.4,1.519e+04,5.446e+04,2.203e+05,2.899e+05
62.9,1.576e+04,6.537e+04,2.224e+05,3.035e+05
64.5,1.577e+04,6.271e+04,2.567e+05,3.351e+05
66.0,1.346e+04,5.977e+04,2.781e+05,3.513e+05
67.5,1.100e+04,5.797e+04,2.556e+05,3.246e+05
69.1,9.025e+03,6.136e+04,2.147e+05,2.851e+05
70.6,7.465e+03,7.028e+04,1.748e+05,2.526e+05
72.2,6.145e+03,7.516e+04,1.363e+05,2.176e+05
73.7,5.042e+03,7.345e+04,1.117e+05,1.902e+05
75.2,4.332e+03,6.835e+04,9.855e+04,1.712e+05
76.8,4.020e+03,6.494e+04,8.805e+04,1.570e+05
78.3,3.394e+03,6.396e+04,7.902e+04,1.464e+05
79.8,2.691e+03,6.066e+04,6.786e+04,1.312e+05
81.4,2.238e+03,5.790e+04,5.989e+04,1.200e+05
82.9,3.333e+03,6.336e+04,5.991e+04,1.266e+05
84.4,4.134e+03,7.474e+04,6.270e+04,1.416e+05
86.0,2.968e+03,8.061e+04,5.981e+04,1.434e+05
87.5,3.241e+03,7.609e+04,4.959e+04,1.289e+05
89.0,3.946e+03,6.726e+04,3.778e+04,1.090e+05
90.6,4.832e+03,6.213e+04,2.873e+04,9.569e+04
92.1,5.349e+03,6.120e+04,2.298e+04,8.953e+04
93.6,4.384e+03,5.751e+04,1.806e+04,7.995e+04
95.2,3.161e+03,4.824e+04,1.320e+04,6.461e+04
96.7,1.452e+03,3.856e+04,1.028e+04,5.029e+04
