freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.519e+01,8.591e+02,2.945e+02,1.169e+03
1.5,4.386e+01,4.979e+02,1.762e+02,7.180e+02
3.0,3.976e+01,2.732e+01,2.052e+01,8.760e+01
4.5,3.745e+01,3.332e+02,2.136e+01,3.920e+02
6.0,3.997e+01,1.230e+03,2.210e+01,1.293e+03
7.4,3.889e+01,1.510e+03,2.476e+01,1.573e+03
8.9,3.816e+01,2.281e+03,2.414e+01,2.343e+03
10.4,3.930e+01,3.353e+03,2.480e+01,3.417e+03
11.9,3.971e+01,5.122e+03,2.295e+01,5.185e+03
13.4,4.506e+01,7.362e+03,2.425e+01,7.431e+03
14.9,4.792e+01,8.903e+03,2.499e+01,8.976e+03
16.4,4.392e+01,1.106e+04,2.760e+01,1.113e+04
17.9,4.479e+01,1.553e+04,3.402e+01,1.561e+04
19.4,4.669e+01,2.076e+04,4.864e+01,2.085e+04
20.8,5.406e+01,2.555e+04,6.545e+01,2.567e+04
22.3,6.122e+01,3.120e+04,8.847e+01,3.134e+04
23.8,6.687e+01,3.925e+04,1.524e+02,3.947e+04
25.3,7.614e+01,5.096e+04,2.946e+02,5.133e+04
26.8,1.140e+02,6.877e+04,5.498e+02,6.943e+04
28.3,1.812e+02,9.660e+04,1.002e+03,9.778e+04
29.8,2.407e+02,1.416e+05,2.107e+03,1.439e+05
31.3,3.403e+02,2.250e+05,5.085e+03,2.304e+05
32.7,3.895e+02,3.575e+05,1.148e+04,3.694e+05
34.2,4.247e+02,6.427e+05,3.528e+04,6.784e+05
35.7,4.356e+02,1.366e+06,1.212e+05,1.487e+06
37.2,8.705e+02,2.612e+06,3.095e+05,2.922e+06
38.7,2.870e+03,3.073e+06,4.378e+05,3.514e+06
40.2,4.842e+03,2.315e+06,3.910e+05,2.711e+06
41.7,6.498e+03,1.553e+06,3.134e+05,1.873e+06
43.2,8.323e+03,1.135e+06,2.855e+05,1.428e+06
44.7,9.406e+03,7.910e+05,2.636e+05,1.064e+06
46.1,7.979e+03,5.041e+05,2.377e+05,7.497e+05
47.6,4.650e+03,3.169e+05,2.293e+05,5.509e+05
49.1,2.501e+03,2.279e+05,2.762e+05,5.066e+05
50.6,5.368e+03,2.180e+05,4.030e+05,6.264e+05
52.1,1.449e+04,2.498e+05,6.997e+05,9.640e+05
53.6,2.199e+04,2.269e+05,1.024e+06,1.272e+06
55.1,2.156e+04,1.250e+05,9.767e+05,1.123e+06
56.6,1.686e+04,5.406e+04,7.602e+05,8.311e+05
58.1,1.165e+04,2.636e+04,5.836e+05,6.216e+05
59.5,9.378e+03,2.938e+04,4.533e+05,4.921e+05
61.0,1.114e+04,4.062e+04,3.401e+05,3.918e+05
62.5,1.305e+04,3.971e+04,2.853e+05,3.381e+05
64.0,1.254e+04,4.237e+04,2.681e+05,3.230e+05
65.5,1.111e+04,5.419e+04,2.571e+05,3.224e+05
67.0,8.612e+03,6.722e+04,2.373e+05,3.131e+05
