freq,psd_x,psd_y,psd_z,psd_xyz
0.0,8.448e+02,7.760e+00,2.664e+01,8.792e+02
1.5,5.044e+02,2.376e+01,9.328e+01,6.214e+02
3.0,6.118e+01,2.453e+01,1.231e+02,2.088e+02
4.5,3.277e+02,2.210e+01,1.244e+02,4.742e+02
6.0,1.139e+03,2.073e+01,1.169e+02,1.277e+03
7.4,1.756e+03,2.203e+01,9.624e+01,1.875e+03
8.9,2.364e+03,2.164e+01,1.100e+02,2.495e+03
10.4,3.107e+03,2.057e+01,1.175e+02,3.245e+03
11.9,4.108e+03,2.299e+01,1.302e+02,4.261e+03
13.4,5.417e+03,2.314e+01,1.549e+02,5.595e+03
14.9,7.007e+03,2.413e+01,1.600e+02,7.191e+03
16.4,8.802e+03,2.466e+01,1.620e+02,8.988e+03
17.9,1.076e+04,2.425e+01,1.869e+02,1.098e+04
19.4,1.291e+04,2.618e+01,2.091e+02,1.315e+04
20.8,1.541e+04,2.758e+01,2.311e+02,1.567e+04
22.3,1.836e+04,2.935e+01,2.507e+02,1.864e+04
23.8,2.159e+04,3.069e+01,2.797e+02,2.190e+04
25.3,2.503e+04,3.288e+01,3.054e+02,2.537e+04
26.8,2.973e+04,3.297e+01,3.476e+02,3.011e+04
28.3,3.585e+04,3.454e+01,3.984e+02,3.628e+04
29.8,4.267e+04,4.143e+01,5.154e+02,4.322e+04
31.3,5.050e+04,6.501e+01,7.284e+02,5.130e+04
32.8,5.972e+04,1.133e+02,9.604e+02,6.079e+04
34.3,7.126e+04,2.381e+02,1.326e+03,7.282e+04
35.7,8.514e+04,4.838e+02,1.682e+03,8.731e+04
37.2,1.054e+05,7.514e+02,1.831e+03,1.080e+05
38.7,1.308e+05,9.447e+02,2.064e+03,1.338e+05
40.2,1.682e+05,1.148e+03,2.866e+03,1.722e+05
41.7,2.396e+05,1.697e+03,4.129e+03,2.454e+05
43.2,3.568e+05,1.832e+03,4.222e+03,3.629e+05
