freq,psd_x,psd_y,psd_z,psd_xyz
0.0,7.113e+02,2.201e+01,1.657e+01,7.499e+02
1.5,4.091e+02,3.038e+01,3.606e+01,4.756e+02
3.1,4.547e+01,2.380e+01,4.194e+01,1.112e+02
4.6,3.541e+02,2.655e+01,4.516e+01,4.258e+02
6.2,1.180e+03,2.889e+01,4.283e+01,1.252e+03
7.7,1.729e+03,3.354e+01,4.185e+01,1.804e+03
9.2,2.507e+03,3.038e+01,4.166e+01,2.579e+03
10.8,3.412e+03,2.567e+01,3.834e+01,3.476e+03
12.3,4.481e+03,2.381e+01,4.338e+01,4.548e+03
13.9,5.858e+03,2.542e+01,4.669e+01,5.930e+03
15.4,7.487e+03,2.657e+01,4.641e+01,7.560e+03
16.9,9.610e+03,2.990e+01,5.122e+01,9.691e+03
18.5,1.204e+04,3.483e+01,4.955e+01,1.213e+04
20.0,1.444e+04,3.543e+01,5.220e+01,1.453e+04
21.6,1.709e+04,3.841e+01,5.348e+01,1.718e+04
23.1,1.994e+04,4.515e+01,5.562e+01,2.004e+04
24.6,2.328e+04,5.548e+01,6.003e+01,2.340e+04
26.2,2.716e+04,6.684e+01,6.422e+01,2.729e+04
27.7,3.336e+04,1.059e+02,8.055e+01,3.355e+04
29.3,4.194e+04,1.525e+02,1.167e+02,4.220e+04
30.8,4.992e+04,2.029e+02,1.499e+02,5.027e+04
32.3,5.804e+04,3.485e+02,1.698e+02,5.856e+04
33.9,6.859e+04,5.924e+02,1.745e+02,6.935e+04
35.4,8.149e+04,8.587e+02,1.829e+02,8.254e+04
37.0,9.962e+04,1.218e+03,1.977e+02,1.010e+05
38.5,1.234e+05,1.787e+03,2.167e+02,1.254e+05
40.0,1.504e+05,2.328e+03,3.030e+02,1.530e+05
41.6,1.939e+05,2.795e+03,5.309e+02,1.972e+05
43.1,2.522e+05,3.411e+03,9.035e+02,2.565e+05
44.7,3.282e+05,4.718e+03,1.443e+03,3.344e+05
46.2,4.655e+05,8.312e+03,2.409e+03,4.762e+05
47.7,6.612e+05,2.789e+04,2.487e+03,6.916e+05
49.3,8.909e+05,7.213e+04,1.144e+03,9.642e+05
50.8,1.279e+06,9.596e+04,4.531e+03,1.379e+06
52.4,2.227e+06,1.003e+05,1.630e+04,2.344e+06
53.9,3.796e+06,1.049e+05,3.860e+04,3.940e+06
55.4,4.452e+06,9.778e+04,5.437e+04,4.604e+06
57.0,3.574e+06,7.180e+04,5.013e+04,3.696e+06
58.5,2.486e+06,4.588e+04,4.125e+04,2.573e+06
60.1,1.780e+06,3.366e+04,3.250e+04,1.846e+06
61.6,1.277e+06,2.682e+04,2.347e+04,1.327e+06
63.1,9.228e+05,2.333e+04,1.802e+04,9.642e+05
64.7,6.714e+05,2.226e+04,1.276e+04,7.064e+05
66.2,4.863e+05,1.975e+04,7.397e+03,5.134e+05
67.8,3.556e+05,1.453e+04,3.761e+03,3.739e+05
69.3,2.732e+05,9.339e+03,2.302e+03,2.848e+05
70.8,2.099e+05,5.463e+03,2.595e+03,2.180e+05
72.4,1.598e+05,3.158e+03,3.761e+03,1.667e+05
73.9,1.191e+05,1.690e+03,4.593e+03,1.254e+05
75.5,7.984e+04,1.116e+03,4.305e+03,8.526e+04
77.0,5.206e+04,1.626e+03,3.625e+03,5.731e+04
78.5,3.636e+04,2.123e+03,3.925e+03,4.241e+04
80.1,3.425e+04,3.098e+03,6.719e+03,4.406e+04
81.6,6.440e+04,6.565e+03,1.261e+04,8.358e+04
83.2,1.222e+05,1.334e+04,2.002e+04,1.556e+05
84.7,1.731e+05,1.909e+04,2.279e+04,2.150e+05
86.2,2.015e+05,2.217e+04,1.923e+04,2.429e+05
87.8,2.208e+05,2.388e+04,1.455e+04,2.592e+05
89.3,2.198e+05,2.359e+04,1.176e+04,2.551e+05
90.9,2.034e+05,2.184e+04,9.975e+03,2.352e+05
92.4,1.847e+05,1.928e+04,8.504e+03,2.125e+05
93.9,1.688e+05,1.611e+04,7.694e+03,1.926e+05
95.5,1.523e+05,1.151e+04,7.364e+03,1.711e+05
97.0,1.330e+05,6.115e+03,8.098e+03,1.472e+05
98.6,1.194e+05,3.316e+03,1.047e+04,1.332e+05
100.1,1.046e+05,2.713e+03,1.321e+04,1.205e+05
101.6,8.981e+04,3.088e+03,1.486e+04,1.078e+05
103.2,8.110e+04,4.456e+03,1.624e+04,1.018e+05
104.7,7.077e+04,5.389e+03,1.521e+04,9.137e+04
106.3,7.218e+04,6.761e+03,1.397e+04,9.291e+04
107.8,9.647e+04,9.045e+03,1.337e+04,1.189e+05
109.3,1.144e+05,1.019e+04,1.153e+04,1.361e+05
110.9,1.139e+05,9.542e+03,9.345e+03,1.328e+05
112.4,1.099e+05,8.288e+03,7.292e+03,1.255e+05
113.9,1.178e+05,8.464e+03,6.698e+03,1.330e+05
115.5,1.152e+05,8.152e+03,6.193e+03,1.295e+05
117.0,1.069e+05,7.319e+03,5.404e+03,1.196e+05
118.6,1.008e+05,7.466e+03,5.408e+03,1.136e+05
120.1,9.805e+04,8.025e+03,5.773e+03,1.119e+05
121.6,9.365e+04,8.554e+03,5.913e+03,1.081e+05
123.2,8.910e+04,9.127e+03,6.092e+03,1.043e+05
124.7,8.395e+04,1.023e+04,6.732e+03,1.009e+05
126.3,7.881e+04,1.106e+04,7.432e+03,9.730e+04
127.8,7.677e+04,1.207e+04,8.173e+03,9.701e+04
129.3,7.937e+04,1.346e+04,9.236e+03,1.021e+05
130.9,8.374e+04,1.648e+04,1.043e+04,1.107e+05
132.4,6.553e+04,1.556e+04,8.721e+03,8.981e+04
134.0,2.085e+04,7.510e+03,3.243e+03,3.160e+04
135.5,1.029e+04,5.598e+03,1.984e+03,1.787e+04
137.0,1.041e+04,6.043e+03,2.019e+03,1.847e+04
138.6,1.082e+04,6.650e+03,2.033e+03,1.950e+04
140.1,1.190e+04,7.830e+03,2.231e+03,2.196e+04
141.7,1.324e+04,9.549e+03,2.592e+03,2.538e+04
